area_code,drug_type,level,episodes,dimension
40303,Other,Non-Indigenous,4,Indigenous status
40303,Psychostimulants,First Nations,10,Indigenous status
40303,Psychostimulants,Non-Indigenous,74,Indigenous status
40303,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,24,Indigenous status
40303,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,3,Indigenous status
40303,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,24,Indigenous status
40304,Alcohol,First Nations,28,Indigenous status
40304,Alcohol,Non-Indigenous,332,Indigenous status
40304,All drug-related,First Nations,69,Indigenous status
40304,All drug-related,Non-Indigenous,695,Indigenous status
40304,Anaesthetics,Non-Indigenous,2,Indigenous status
40304,Analeptics and opioid receptor antagonists,Non-Indigenous,4,Indigenous status
40304,Androgens and anabolic congeners,Non-Indigenous,1,Indigenous status
40304,Cannabinoids,First Nations,7,Indigenous status
40304,Cannabinoids,Non-Indigenous,49,Indigenous status
40304,Hallucinogens,Non-Indigenous,9,Indigenous status
40304,Inhalants,First Nations,1,Indigenous status
40304,Inhalants,Non-Indigenous,6,Indigenous status
40304,Multiple drug use,First Nations,6,Indigenous status
40304,Multiple drug use,Non-Indigenous,47,Indigenous status
40304,Non-opioid analgesic and antirheumatic,First Nations,2,Indigenous status
40304,Non-opioid analgesic and antirheumatic,Non-Indigenous,25,Indigenous status
40304,Opioid,First Nations,6,Indigenous status
40304,Opioid,Non-Indigenous,49,Indigenous status
40304,Other,First Nations,1,Indigenous status
40304,Other,Non-Indigenous,11,Indigenous status
40304,Psychostimulants,First Nations,11,Indigenous status
40304,Psychostimulants,Non-Indigenous,101,Indigenous status
40304,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,1,Indigenous status
40304,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,24,Indigenous status
40304,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,5,Indigenous status
40304,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,35,Indigenous status
40304,Steroids or hormones,First Nations,1,Indigenous status
40401,Alcohol,First Nations,19,Indigenous status
40401,Alcohol,Non-Indigenous,212,Indigenous status
40401,All drug-related,First Nations,41,Indigenous status
40401,All drug-related,Non-Indigenous,465,Indigenous status
40401,Anaesthetics,Non-Indigenous,4,Indigenous status
40401,Analeptics and opioid receptor antagonists,First Nations,1,Indigenous status
40401,Analeptics and opioid receptor antagonists,Non-Indigenous,1,Indigenous status
40401,Androgens and anabolic congeners,Non-Indigenous,2,Indigenous status
40401,Cannabinoids,Non-Indigenous,32,Indigenous status
40401,Hallucinogens,Non-Indigenous,4,Indigenous status
40401,Inhalants,Non-Indigenous,4,Indigenous status
40401,Multiple drug use,First Nations,6,Indigenous status
40401,Multiple drug use,Non-Indigenous,29,Indigenous status
40401,Non-opioid analgesic and antirheumatic,Non-Indigenous,12,Indigenous status
40401,Opioid,First Nations,5,Indigenous status
40401,Opioid,Non-Indigenous,43,Indigenous status
40401,Other,First Nations,1,Indigenous status
40401,Other,Non-Indigenous,8,Indigenous status
40401,Psychostimulants,First Nations,7,Indigenous status
40401,Psychostimulants,Non-Indigenous,67,Indigenous status
40401,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,2,Indigenous status
40401,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,19,Indigenous status
40401,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,27,Indigenous status
40401,Steroids or hormones,Non-Indigenous,1,Indigenous status
40402,Alcohol,First Nations,11,Indigenous status
40402,Alcohol,Non-Indigenous,160,Indigenous status
40402,All drug-related,First Nations,23,Indigenous status
40402,All drug-related,Non-Indigenous,363,Indigenous status
40402,Anaesthetics,Non-Indigenous,3,Indigenous status
40402,Analeptics and opioid receptor antagonists,Non-Indigenous,2,Indigenous status
40402,Cannabinoids,First Nations,1,Indigenous status
40402,Cannabinoids,Non-Indigenous,30,Indigenous status
40402,Hallucinogens,Non-Indigenous,2,Indigenous status
40402,Inhalants,Non-Indigenous,3,Indigenous status
40402,Multiple drug use,First Nations,2,Indigenous status
40402,Multiple drug use,Non-Indigenous,26,Indigenous status
40402,Non-opioid analgesic and antirheumatic,First Nations,2,Indigenous status
40402,Non-opioid analgesic and antirheumatic,Non-Indigenous,14,Indigenous status
40402,Opioid,Non-Indigenous,25,Indigenous status
40402,Other,First Nations,1,Indigenous status
40402,Other,Non-Indigenous,9,Indigenous status
40402,Psychostimulants,First Nations,2,Indigenous status
40402,Psychostimulants,Non-Indigenous,60,Indigenous status
40402,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,2,Indigenous status
40402,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,11,Indigenous status
40402,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,2,Indigenous status
40402,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,18,Indigenous status
40403,Alcohol,First Nations,15,Indigenous status
40403,Alcohol,Non-Indigenous,133,Indigenous status
40403,All drug-related,First Nations,28,Indigenous status
40403,All drug-related,Non-Indigenous,288,Indigenous status
40403,Anaesthetics,Non-Indigenous,3,Indigenous status
40403,Cannabinoids,First Nations,3,Indigenous status
40403,Cannabinoids,Non-Indigenous,13,Indigenous status
40403,Hallucinogens,First Nations,1,Indigenous status
40403,Hallucinogens,Non-Indigenous,1,Indigenous status
40403,Multiple drug use,First Nations,1,Indigenous status
40403,Multiple drug use,Non-Indigenous,16,Indigenous status
40403,Non-opioid analgesic and antirheumatic,Non-Indigenous,18,Indigenous status
40403,Opioid,First Nations,3,Indigenous status
40403,Opioid,Non-Indigenous,29,Indigenous status
40403,Other,Non-Indigenous,1,Indigenous status
40403,Psychostimulants,First Nations,2,Indigenous status
40403,Psychostimulants,Non-Indigenous,42,Indigenous status
40403,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,1,Indigenous status
40403,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,12,Indigenous status
40403,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,2,Indigenous status
40403,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,20,Indigenous status
40501,Alcohol,First Nations,11,Indigenous status
40501,Alcohol,Non-Indigenous,111,Indigenous status
40501,All drug-related,First Nations,28,Indigenous status
40501,All drug-related,Non-Indigenous,267,Indigenous status
40501,Anaesthetics,First Nations,1,Indigenous status
40501,Analeptics and opioid receptor antagonists,Non-Indigenous,1,Indigenous status
40501,Androgens and anabolic congeners,First Nations,1,Indigenous status
40501,Cannabinoids,First Nations,3,Indigenous status
40501,Cannabinoids,Non-Indigenous,22,Indigenous status
40501,Hallucinogens,Non-Indigenous,2,Indigenous status
40501,Inhalants,Non-Indigenous,3,Indigenous status
40501,Multiple drug use,First Nations,2,Indigenous status
40501,Multiple drug use,Non-Indigenous,18,Indigenous status
40501,Non-opioid analgesic and antirheumatic,First Nations,3,Indigenous status
40501,Non-opioid analgesic and antirheumatic,Non-Indigenous,13,Indigenous status
40501,Opioid,Non-Indigenous,21,Indigenous status
40501,Other,Non-Indigenous,4,Indigenous status
40501,Psychostimulants,First Nations,4,Indigenous status
40501,Psychostimulants,Non-Indigenous,42,Indigenous status
40501,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,2,Indigenous status
40501,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,13,Indigenous status
40501,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,1,Indigenous status
40501,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,17,Indigenous status
40502,Alcohol,First Nations,18,Indigenous status
40502,Alcohol,Non-Indigenous,225,Indigenous status
40502,All drug-related,First Nations,42,Indigenous status
40502,All drug-related,Non-Indigenous,476,Indigenous status
40502,Anaesthetics,Non-Indigenous,1,Indigenous status
40502,Androgens and anabolic congeners,Non-Indigenous,1,Indigenous status
40502,Cannabinoids,Non-Indigenous,41,Indigenous status
40502,Hallucinogens,First Nations,1,Indigenous status
40502,Hallucinogens,Non-Indigenous,8,Indigenous status
40502,Inhalants,Non-Indigenous,4,Indigenous status
40502,Multiple drug use,First Nations,2,Indigenous status
40502,Multiple drug use,Non-Indigenous,30,Indigenous status
40502,Non-opioid analgesic and antirheumatic,First Nations,1,Indigenous status
40502,Non-opioid analgesic and antirheumatic,Non-Indigenous,13,Indigenous status
40502,Opioid,First Nations,5,Indigenous status
40502,Opioid,Non-Indigenous,32,Indigenous status
40502,Other,Non-Indigenous,4,Indigenous status
40502,Psychostimulants,First Nations,8,Indigenous status
40502,Psychostimulants,Non-Indigenous,61,Indigenous status
40502,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,3,Indigenous status
40502,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,18,Indigenous status
40502,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,4,Indigenous status
40502,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,38,Indigenous status
40503,Alcohol,First Nations,25,Indigenous status
40503,Alcohol,Non-Indigenous,224,Indigenous status
40503,All drug-related,First Nations,49,Indigenous status
40503,All drug-related,Non-Indigenous,451,Indigenous status
40503,Anaesthetics,Non-Indigenous,3,Indigenous status
40503,Analeptics and opioid receptor antagonists,First Nations,1,Indigenous status
40503,Analeptics and opioid receptor antagonists,Non-Indigenous,1,Indigenous status
40503,Cannabinoids,First Nations,6,Indigenous status
40503,Cannabinoids,Non-Indigenous,39,Indigenous status
40503,Hallucinogens,Non-Indigenous,4,Indigenous status
40503,Inhalants,Non-Indigenous,1,Indigenous status
40503,Multiple drug use,First Nations,1,Indigenous status
40503,Multiple drug use,Non-Indigenous,38,Indigenous status
40503,Non-opioid analgesic and antirheumatic,First Nations,1,Indigenous status
40503,Non-opioid analgesic and antirheumatic,Non-Indigenous,10,Indigenous status
40503,Opioid,First Nations,1,Indigenous status
40503,Opioid,Non-Indigenous,33,Indigenous status
40503,Other,First Nations,2,Indigenous status
40503,Other,Non-Indigenous,4,Indigenous status
40503,Psychostimulants,First Nations,7,Indigenous status
40503,Psychostimulants,Non-Indigenous,54,Indigenous status
40503,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,2,Indigenous status
40503,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,20,Indigenous status
40503,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,3,Indigenous status
40503,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,19,Indigenous status
40503,Steroids or hormones,Non-Indigenous,1,Indigenous status
40504,Alcohol,First Nations,23,Indigenous status
40504,Alcohol,Non-Indigenous,262,Indigenous status
40504,All drug-related,First Nations,43,Indigenous status
40504,All drug-related,Non-Indigenous,606,Indigenous status
40504,Anaesthetics,Non-Indigenous,3,Indigenous status
40504,Androgens and anabolic congeners,First Nations,1,Indigenous status
40504,Androgens and anabolic congeners,Non-Indigenous,1,Indigenous status
40504,Cannabinoids,First Nations,3,Indigenous status
40504,Cannabinoids,Non-Indigenous,45,Indigenous status
40504,Hallucinogens,Non-Indigenous,4,Indigenous status
40504,Inhalants,First Nations,1,Indigenous status
40504,Inhalants,Non-Indigenous,2,Indigenous status
40504,Multiple drug use,Non-Indigenous,37,Indigenous status
40504,Non-opioid analgesic and antirheumatic,First Nations,3,Indigenous status
40504,Non-opioid analgesic and antirheumatic,Non-Indigenous,25,Indigenous status
40504,Opioid,First Nations,4,Indigenous status
40504,Opioid,Non-Indigenous,46,Indigenous status
40504,Other,Non-Indigenous,9,Indigenous status
40504,Psychostimulants,First Nations,5,Indigenous status
40504,Psychostimulants,Non-Indigenous,102,Indigenous status
40504,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,1,Indigenous status
40504,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,24,Indigenous status
40504,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,2,Indigenous status
40504,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,45,Indigenous status
40504,Steroids or hormones,Non-Indigenous,1,Indigenous status
40601,Alcohol,First Nations,7,Indigenous status
40601,Alcohol,Non-Indigenous,80,Indigenous status
40601,All drug-related,First Nations,10,Indigenous status
40601,All drug-related,Non-Indigenous,172,Indigenous status
40601,Cannabinoids,Non-Indigenous,20,Indigenous status
40601,Hallucinogens,Non-Indigenous,2,Indigenous status
40601,Multiple drug use,Non-Indigenous,11,Indigenous status
40601,Non-opioid analgesic and antirheumatic,First Nations,1,Indigenous status
40601,Non-opioid analgesic and antirheumatic,Non-Indigenous,6,Indigenous status
40601,Opioid,First Nations,1,Indigenous status
40601,Opioid,Non-Indigenous,6,Indigenous status
40601,Psychostimulants,Non-Indigenous,28,Indigenous status
40601,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,1,Indigenous status
40601,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,11,Indigenous status
40601,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,8,Indigenous status
40602,Alcohol,First Nations,26,Indigenous status
40602,Alcohol,Non-Indigenous,206,Indigenous status
40602,All drug-related,First Nations,51,Indigenous status
40602,All drug-related,Non-Indigenous,446,Indigenous status
40602,Anaesthetics,First Nations,1,Indigenous status
40602,Analeptics and opioid receptor antagonists,Non-Indigenous,1,Indigenous status
40602,Cannabinoids,First Nations,3,Indigenous status
40602,Cannabinoids,Non-Indigenous,40,Indigenous status
40602,Hallucinogens,First Nations,1,Indigenous status
40602,Hallucinogens,Non-Indigenous,3,Indigenous status
40602,Inhalants,Non-Indigenous,1,Indigenous status
40602,Multiple drug use,First Nations,4,Indigenous status
40602,Multiple drug use,Non-Indigenous,38,Indigenous status
40602,Non-opioid analgesic and antirheumatic,First Nations,2,Indigenous status
40602,Non-opioid analgesic and antirheumatic,Non-Indigenous,11,Indigenous status
40602,Opioid,First Nations,5,Indigenous status
40602,Opioid,Non-Indigenous,38,Indigenous status
40602,Other,Non-Indigenous,3,Indigenous status
40602,Psychostimulants,First Nations,5,Indigenous status
40602,Psychostimulants,Non-Indigenous,63,Indigenous status
40602,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,3,Indigenous status
40602,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,16,Indigenous status
40602,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,1,Indigenous status
40602,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,26,Indigenous status
40701,Alcohol,First Nations,17,Indigenous status
40701,Alcohol,Non-Indigenous,199,Indigenous status
40701,All drug-related,First Nations,32,Indigenous status
40701,All drug-related,Non-Indigenous,442,Indigenous status
40701,Anaesthetics,First Nations,1,Indigenous status
40701,Anaesthetics,Non-Indigenous,6,Indigenous status
40701,Analeptics and opioid receptor antagonists,Non-Indigenous,1,Indigenous status
40701,Cannabinoids,First Nations,2,Indigenous status
40701,Cannabinoids,Non-Indigenous,28,Indigenous status
40701,Hallucinogens,First Nations,1,Indigenous status
40701,Hallucinogens,Non-Indigenous,8,Indigenous status
40701,Inhalants,Non-Indigenous,6,Indigenous status
40701,Multiple drug use,First Nations,2,Indigenous status
40701,Multiple drug use,Non-Indigenous,28,Indigenous status
40701,Non-opioid analgesic and antirheumatic,Non-Indigenous,11,Indigenous status
40701,Opioid,First Nations,3,Indigenous status
40701,Opioid,Non-Indigenous,32,Indigenous status
40701,Other,Non-Indigenous,7,Indigenous status
40701,Psychostimulants,First Nations,3,Indigenous status
40701,Psychostimulants,Non-Indigenous,69,Indigenous status
40701,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,2,Indigenous status
40701,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,19,Indigenous status
40701,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,1,Indigenous status
40701,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,27,Indigenous status
40701,Steroids or hormones,Non-Indigenous,1,Indigenous status
40702,Alcohol,First Nations,10,Indigenous status
40702,Alcohol,Non-Indigenous,129,Indigenous status
40702,All drug-related,First Nations,30,Indigenous status
40702,All drug-related,Non-Indigenous,275,Indigenous status
40702,Anaesthetics,Non-Indigenous,4,Indigenous status
40702,Analeptics and opioid receptor antagonists,Non-Indigenous,2,Indigenous status
40702,Cannabinoids,First Nations,3,Indigenous status
40702,Cannabinoids,Non-Indigenous,17,Indigenous status
40702,Hallucinogens,Non-Indigenous,4,Indigenous status
40702,Inhalants,Non-Indigenous,2,Indigenous status
40702,Multiple drug use,Non-Indigenous,23,Indigenous status
40702,Non-opioid analgesic and antirheumatic,First Nations,1,Indigenous status
40702,Non-opioid analgesic and antirheumatic,Non-Indigenous,3,Indigenous status
40702,Opioid,First Nations,4,Indigenous status
40702,Opioid,Non-Indigenous,30,Indigenous status
40702,Other,First Nations,1,Indigenous status
40702,Psychostimulants,First Nations,8,Indigenous status
40702,Psychostimulants,Non-Indigenous,42,Indigenous status
40702,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,1,Indigenous status
40702,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,5,Indigenous status
40702,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,2,Indigenous status
40702,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,14,Indigenous status
40703,Alcohol,First Nations,18,Indigenous status
40703,Alcohol,Non-Indigenous,271,Indigenous status
40703,All drug-related,First Nations,47,Indigenous status
40703,All drug-related,Non-Indigenous,547,Indigenous status
40703,Anaesthetics,First Nations,1,Indigenous status
40703,Anaesthetics,Non-Indigenous,5,Indigenous status
40703,Analeptics and opioid receptor antagonists,Non-Indigenous,4,Indigenous status
40703,Androgens and anabolic congeners,Non-Indigenous,1,Indigenous status
40703,Cannabinoids,First Nations,4,Indigenous status
40703,Cannabinoids,Non-Indigenous,31,Indigenous status
40703,Hallucinogens,Non-Indigenous,6,Indigenous status
40703,Inhalants,First Nations,2,Indigenous status
40703,Inhalants,Non-Indigenous,4,Indigenous status
40703,Multiple drug use,First Nations,7,Indigenous status
40703,Multiple drug use,Non-Indigenous,39,Indigenous status
40703,Non-opioid analgesic and antirheumatic,First Nations,1,Indigenous status
40703,Non-opioid analgesic and antirheumatic,Non-Indigenous,19,Indigenous status
40703,Opioid,First Nations,2,Indigenous status
40703,Opioid,Non-Indigenous,42,Indigenous status
40703,Other,First Nations,1,Indigenous status
40703,Other,Non-Indigenous,2,Indigenous status
40703,Psychostimulants,First Nations,5,Indigenous status
40703,Psychostimulants,Non-Indigenous,76,Indigenous status
40703,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",First Nations,2,Indigenous status
40703,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",Non-Indigenous,18,Indigenous status
40703,"Sedative-hypnotics, antiepileptics and antiparkinson",First Nations,4,Indigenous status
40703,"Sedative-hypnotics, antiepileptics and antiparkinson",Non-Indigenous,29,Indigenous status
40101,Alcohol,15-24,25,Age group
40101,Alcohol,25-34,32,Age group
40101,Alcohol,35-44,42,Age group
40101,Alcohol,45-54,15,Age group
40101,Alcohol,55-64,15,Age group
40101,Alcohol,65+,9,Age group
40101,All drug-related,0-14,2,Age group
40101,All drug-related,15-24,54,Age group
40101,All drug-related,25-34,76,Age group
40101,All drug-related,35-44,72,Age group
40101,All drug-related,45-54,33,Age group
40101,All drug-related,55-64,31,Age group
40101,All drug-related,65+,22,Age group
40101,Anaesthetics,15-24,1,Age group
40101,Cannabinoids,15-24,7,Age group
40101,Cannabinoids,25-34,5,Age group
40101,Cannabinoids,35-44,5,Age group
40101,Cannabinoids,55-64,3,Age group
40101,Cannabinoids,65+,3,Age group
40101,Hallucinogens,25-34,2,Age group
40101,Hallucinogens,35-44,2,Age group
40101,Hallucinogens,55-64,1,Age group
40101,Inhalants,25-34,2,Age group
40101,Multiple drug use,15-24,4,Age group
40101,Multiple drug use,25-34,9,Age group
40101,Multiple drug use,35-44,5,Age group
40101,Multiple drug use,45-54,4,Age group
40101,Multiple drug use,55-64,2,Age group
40101,Multiple drug use,65+,2,Age group
40101,Non-opioid analgesic and antirheumatic,15-24,2,Age group
40101,Non-opioid analgesic and antirheumatic,25-34,3,Age group
40101,Non-opioid analgesic and antirheumatic,35-44,2,Age group
40101,Non-opioid analgesic and antirheumatic,45-54,2,Age group
40101,Non-opioid analgesic and antirheumatic,55-64,1,Age group
40101,Opioid,15-24,5,Age group
40101,Opioid,25-34,8,Age group
40101,Opioid,35-44,3,Age group
40101,Opioid,45-54,1,Age group
40101,Opioid,55-64,2,Age group
40101,Other,15-24,1,Age group
40101,Other,35-44,1,Age group
40101,Other,45-54,1,Age group
40101,Other,55-64,1,Age group
40101,Other,65+,1,Age group
40101,Psychostimulants,0-14,1,Age group
40101,Psychostimulants,15-24,8,Age group
40101,Psychostimulants,25-34,8,Age group
40101,Psychostimulants,35-44,6,Age group
40101,Psychostimulants,45-54,6,Age group
40101,Psychostimulants,55-64,4,Age group
40101,Psychostimulants,65+,3,Age group
40101,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",25-34,3,Age group
40101,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",55-64,1,Age group
40101,"Sedative-hypnotics, antiepileptics and antiparkinson",0-14,1,Age group
40101,"Sedative-hypnotics, antiepileptics and antiparkinson",15-24,1,Age group
40101,"Sedative-hypnotics, antiepileptics and antiparkinson",25-34,4,Age group
40101,"Sedative-hypnotics, antiepileptics and antiparkinson",35-44,6,Age group
40101,"Sedative-hypnotics, antiepileptics and antiparkinson",45-54,4,Age group
40101,"Sedative-hypnotics, antiepileptics and antiparkinson",55-64,1,Age group
40101,"Sedative-hypnotics, antiepileptics and antiparkinson",65+,4,Age group
40102,Alcohol,0-14,3,Age group
40102,Alcohol,15-24,57,Age group
40102,Alcohol,25-34,83,Age group
40102,Alcohol,35-44,55,Age group
40102,Alcohol,45-54,35,Age group
40102,Alcohol,55-64,25,Age group
40102,Alcohol,65+,12,Age group
40102,All drug-related,0-14,3,Age group
40102,All drug-related,15-24,108,Age group
40102,All drug-related,25-34,176,Age group
40102,All drug-related,35-44,131,Age group
40102,All drug-related,45-54,79,Age group
40102,All drug-related,55-64,55,Age group
40102,All drug-related,65+,54,Age group
40102,Anaesthetics,25-34,1,Age group
40102,Anaesthetics,35-44,1,Age group
40102,Cannabinoids,15-24,9,Age group
40102,Cannabinoids,25-34,19,Age group
40102,Cannabinoids,35-44,11,Age group
40102,Cannabinoids,45-54,7,Age group
40102,Cannabinoids,55-64,3,Age group
40102,Cannabinoids,65+,3,Age group
40102,Hallucinogens,35-44,2,Age group
40102,Hallucinogens,45-54,1,Age group
40102,Inhalants,25-34,1,Age group
40102,Inhalants,35-44,4,Age group
40102,Multiple drug use,15-24,4,Age group
40102,Multiple drug use,25-34,13,Age group
40102,Multiple drug use,35-44,10,Age group
40102,Multiple drug use,45-54,5,Age group
40102,Multiple drug use,55-64,5,Age group
40102,Multiple drug use,65+,5,Age group
40102,Non-opioid analgesic and antirheumatic,15-24,3,Age group
40102,Non-opioid analgesic and antirheumatic,25-34,3,Age group
40102,Non-opioid analgesic and antirheumatic,35-44,3,Age group
40102,Non-opioid analgesic and antirheumatic,45-54,3,Age group
40102,Non-opioid analgesic and antirheumatic,55-64,3,Age group
40102,Non-opioid analgesic and antirheumatic,65+,1,Age group
40102,Opioid,15-24,8,Age group
40102,Opioid,25-34,9,Age group
40102,Opioid,35-44,10,Age group
40102,Opioid,45-54,7,Age group
40102,Opioid,55-64,2,Age group
40102,Opioid,65+,8,Age group
40102,Other,15-24,1,Age group
40102,Other,25-34,1,Age group
40102,Other,35-44,2,Age group
40102,Other,45-54,1,Age group
40102,Other,55-64,2,Age group
40102,Psychostimulants,15-24,15,Age group
40102,Psychostimulants,25-34,28,Age group
40102,Psychostimulants,35-44,21,Age group
40102,Psychostimulants,45-54,13,Age group
40102,Psychostimulants,55-64,7,Age group
40102,Psychostimulants,65+,17,Age group
40102,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",15-24,6,Age group
40102,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",25-34,7,Age group
40102,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",35-44,3,Age group
40102,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",45-54,1,Age group
40102,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",55-64,3,Age group
40102,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",65+,4,Age group
40102,"Sedative-hypnotics, antiepileptics and antiparkinson",15-24,5,Age group
40102,"Sedative-hypnotics, antiepileptics and antiparkinson",25-34,11,Age group
40102,"Sedative-hypnotics, antiepileptics and antiparkinson",35-44,9,Age group
40102,"Sedative-hypnotics, antiepileptics and antiparkinson",45-54,6,Age group
40102,"Sedative-hypnotics, antiepileptics and antiparkinson",55-64,5,Age group
40102,"Sedative-hypnotics, antiepileptics and antiparkinson",65+,4,Age group
40103,Alcohol,0-14,1,Age group
40103,Alcohol,15-24,44,Age group
40103,Alcohol,25-34,53,Age group
40103,Alcohol,35-44,50,Age group
40103,Alcohol,45-54,31,Age group
40103,Alcohol,55-64,13,Age group
40103,Alcohol,65+,18,Age group
40103,All drug-related,0-14,3,Age group
40103,All drug-related,15-24,108,Age group
40103,All drug-related,25-34,128,Age group
40103,All drug-related,35-44,104,Age group
40103,All drug-related,45-54,67,Age group
40103,All drug-related,55-64,42,Age group
40103,All drug-related,65+,39,Age group
40103,Anaesthetics,15-24,1,Age group
40103,Anaesthetics,35-44,1,Age group
40103,Anaesthetics,45-54,1,Age group
40103,Analeptics and opioid receptor antagonists,35-44,1,Age group
40103,Androgens and anabolic congeners,15-24,1,Age group
40103,Androgens and anabolic congeners,25-34,1,Age group
40103,Cannabinoids,15-24,4,Age group
40103,Cannabinoids,25-34,15,Age group
40103,Cannabinoids,35-44,6,Age group
40103,Cannabinoids,45-54,3,Age group
40103,Cannabinoids,55-64,1,Age group
40103,Cannabinoids,65+,3,Age group
40103,Hallucinogens,15-24,2,Age group
40103,Hallucinogens,25-34,2,Age group
40103,Hallucinogens,45-54,1,Age group
40103,Inhalants,35-44,1,Age group
40103,Multiple drug use,15-24,10,Age group
40103,Multiple drug use,25-34,11,Age group
40103,Multiple drug use,35-44,4,Age group
40103,Multiple drug use,45-54,7,Age group
40103,Multiple drug use,55-64,3,Age group
40103,Multiple drug use,65+,2,Age group
40103,Non-opioid analgesic and antirheumatic,15-24,6,Age group
40103,Non-opioid analgesic and antirheumatic,25-34,4,Age group
40103,Non-opioid analgesic and antirheumatic,35-44,3,Age group
40103,Non-opioid analgesic and antirheumatic,45-54,3,Age group
40103,Non-opioid analgesic and antirheumatic,55-64,2,Age group
40103,Non-opioid analgesic and antirheumatic,65+,1,Age group
40103,Opioid,15-24,6,Age group
40103,Opioid,25-34,12,Age group
40103,Opioid,35-44,9,Age group
40103,Opioid,45-54,4,Age group
40103,Opioid,55-64,4,Age group
40103,Opioid,65+,4,Age group
40103,Other,15-24,3,Age group
40103,Other,25-34,1,Age group
40103,Other,35-44,1,Age group
40103,Other,45-54,1,Age group
40103,Other,55-64,1,Age group
40103,Psychostimulants,0-14,2,Age group
40103,Psychostimulants,15-24,19,Age group
40103,Psychostimulants,25-34,12,Age group
40103,Psychostimulants,35-44,14,Age group
40103,Psychostimulants,45-54,11,Age group
40103,Psychostimulants,55-64,8,Age group
40103,Psychostimulants,65+,6,Age group
40103,"Psychotropics (antidepressants, antipsychotics and neuroleptics)",15-24,6,Age group
